股票代码,简称,公司法定中文名称,公司法定代表人,公司注册地址,公司办公地址邮政编码,公司国际互联网网址,公司董事会秘书姓名,公司董事会秘书电话,公司董事会秘书电子信箱,报告期末股东总数,每10股送红股数,每10股派息数（含税）,每10股转增数,本期营业收入(元),本期营业利润(元),利润总额(元),归属于上市公司股东的净利润(元),归属于上市公司股东的扣除非经常性损益的净利润(元),经营活动产生的现金流量净额(元),总资产(元),所有者权益（或股东权益）(元),基本每股收益(元/股),稀释每股收益(元/股),扣除非经常性损益后的基本每股收益(元/股),全面摊薄净资产收益率（%）,加权平均净资产收益率（%）,扣除非经常性损益后全面摊薄净资产收益率（%）,扣除非经常性损益后的加权平均净资产收益率（%）,每股经营活动产生的现金流量净额(元/股),归属于上市公司股东的每股净资产（元/股）
600523,贵航股份,"贵州贵航汽车零部件股份有限公司","张晓军","贵州省贵阳市小河区清水江路1号","550009","http://www.gzghgf.com","-","-","-","26,649","0","1.47","0","2,720,257,767.13","0","0","131,269,176.01","108,530,156.95","9,150,643.91","3,223,906,911.15","1,748,058,418.45","0.45","0.45","0.38","0","7.76","0","6.42","0","0"
600525,长园集团,"长园集团股份有限公司","许晓文","深圳市南山区高新区科苑中路长园新材料港高科技1号厂房","518057","http://www.cyg.com","-","-","-","33,955","0","1.1","0","2,821,511,168.89","0","0","303,899,467.92","245,454,579.42","349,748,844.58","4,769,093,618.12","2,525,076,554.5","0.35","0.35","0.28","0","12.73","0","10.29","0","0"
600526,菲达环保,"浙江菲达环保科技股份有限公司","舒英钢","浙江省诸暨市望云路88号","311800","www.feida.biz","-","-","-","34,675","0","1","10","1,960,017,527.88","0","0","40,098,967.54","31,600,120.42","-96,613,667.79","3,460,313,869.25","1,299,213,188.67","0.21","0.21","0.17","0","3.62","0","2.86","0","0"
600527,江南高纤,"江苏江南高纤股份有限公司","陶国平","江苏省苏州市相城区黄埭镇","215143","www.jngx.cn","-","-","-","27,449","0","0.9","0","1,633,745,378.44","0","0","238,993,544.64","233,196,505.66","173,724,159.12","1,927,995,045","1,801,570,482.35","0.3","0.3","0.29","0","13.91","0","13.57","0","0"
600528,中铁二局,"中铁二局股份有限公司","唐志成","成都高新区九兴大道高发大厦B幢一层156号","610031","http://www.crec.com.cn","-","-","-","140,845","0","1","0","79,566,905,693.12","0","0","421,606,084.77","409,287,659.34","134,746,717.96","51,146,777,508.85","5,945,245,537.95","0.29","0","0.28","0","7.24","0","7.03","0","0"
600529,山东药玻,"山东省药用玻璃股份有限公司","柴文","山东省淄博市沂源县药玻路","256100","http://www.pharmglass.com","-","-","-","27,852","0","0","0","1,544,544,952.06","0","0","122,333,707.19","119,348,682.23","268,597,934.04","2,705,463,004.13","2,029,982,702.03","0.48","0.48","0.46","0","6.17","0","6.02","0","0"
600530,交大昂立,"上海交大昂立股份有限公司","杨国平","上海市松江区环城路666号","200233","http://www.onlly.com.cn","-","-","-","27,110","0","1.5","0","357,032,581.42","0","0","82,977,234.38","18,912,873.15","-244,357,622.9","1,792,999,483.19","1,324,412,044.96","0.27","0.27","0.06","0","5.94","0","1.35","0","0"
600531,豫光金铅,"河南豫光金铅股份有限公司","杨安国","河南省济源市荆梁南街1号","459000","http://www.yggf.com.cn","-","-","-","62,172","0","0","0","11,291,254,031.35","0","0","-498,659,468.28","-586,749,736.65","-1,008,039,092.25","8,060,757,799.64","1,342,249,622.78","-1.69","-1.69","-1.99","0","-30.79","0","-36.23","0","0"
600532,宏达矿业,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600533,栖霞建设,"南京栖霞建设股份有限公司","江劲松先生","南京市和燕路251号","210037","www.chixia.com","-","-","-","66,111","0","1","0","2,157,277,405.29","0","0","172,415,062.59","173,725,903.06","806,611,661.78","14,029,035,768.13","3,704,815,530.98","0.16","0.16","0.17","0","4.75","0","4.79","0","0"
600535,天士力,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600536,中国软件,"中国软件与技术服务股份有限公司","杨军","北京市昌平区昌盛路18号","102200","www.css.com.cn","-","-","-","18,722","0","0.8","10","2,980,642,865.55","0","0","63,730,874.1","-19,131,378.85","-221,510,347.62","4,521,596,639.03","1,897,955,419.51","0.28","0.28","-0.08","0","4.93","0","-1.48","0","0"
600537,亿晶光电,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600538,*ST国发,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600539,ST狮头,"太原狮头水泥股份有限公司","陈国和","山西省太原市万柏林区开城街1号","030056","http://www.600539.com.cn ","-","-","-","16,774","0","0","0","81,996,629.64","0","0","-130,165,893.8","-133,528,752.33","2,385,583.08","916,689,408.36","473,779,149.88","-0.57","-0.57","-0.58","0","-24.16","0","-24.86","0","0"
600540,新赛股份,"新疆赛里木现代农业股份有限公司","马晓宏","新疆博乐市红星路158号","833400","http://www.xinsai.com.cn","-","-","-","39,144","0","0","0","1,361,014,028.79","0","0","-38,515,885.13","-94,799,252.55","47,151,550.6","2,657,018,154.4","677,316,369.57","-0.13","-0.13","-0.31","0","-5.53","0","-13.61","0","0"
600543,莫高股份,"甘肃莫高实业发展股份有限公司","赵国柱","兰州市城关区高新技术产业开发区一号园区","730000","www.mogao.com","-","-","-","37,240","0","0","0","364,737,079","0","0","-82,755,523.16","-90,446,463.56","71,318,694.22","1,219,007,908.45","1,050,098,070","-0.26","-0.26","-0.28","0","-7.51","0","-8.21","0","0"
600545,新疆城建,"新疆城建（集团）股份有限公司","刘军","乌鲁木齐市南湖南路133号城建大厦22层","830063","www.xjcj.com","-","-","-","110,259","0","0.8","0","4,440,958,030.95","0","0","177,034,522.73","4,385,898.3","22,886,542.92","8,426,089,288.21","2,065,522,163.97","0.26","0.26","0.01","0","8.83","0","0.22","0","0"
600546,山煤国际,"山煤国际能源集团股份有限公司","郭海","太原市小店区长风街115号","030016","http://www.smgjcoal.com","-","-","-","72,533","0","0.5","0","81,328,562,626.03","0","0","244,008,067.63","64,764,785.05","1,154,139,191.89","46,047,756,293.44","7,975,054,741.5","0.12","0.12","0.03","0","3.06","0","0.81","0","0"
600547,山东黄金,"山东黄金矿业股份有限公司","陈玉民","济南市舜华路2000号舜泰广场3号楼","250100","www.sdhjgf.com.cn","-","-","-","257,354","0","1","0","46,167,758,765.54","0","0","1,126,996,056.34","1,134,281,981.95","2,889,751,582.11","21,892,112,145.68","8,474,337,182.18","0.79","0.79","0.8","0","13.88","0","13.97","0","0"
600548,深高速,"深圳高速公路股份有限公司","杨海","深圳市福田区益田路江苏大厦裙楼2-4层","518026","http://www.sz-expressway.com","-","-","-","-","0","1.6","0","3,279,281,057.26","0","0","719,691,617","828,414,277.54","1,761,224,786.28","22,840,107,479.91","9,974,420,429.05","0.33","0.33","0.38","0","7.4","0","8.51","0","0"
600549,厦门钨业,"厦门钨业股份有限公司","刘同高","厦门市海沧区柯井社","361004","http://www.cxtc.com","-","-","-","78,218","0","2.5","0","9,875,449,907.38","0","0","459,546,163.1","374,693,977.2","2,798,176,797.54","15,449,543,872.69","4,160,118,020.02","0.67","0.67","0.55","0","11.42","0","9.48","0","0"
600550,天威保变,"保定天威保变电气股份有限公司","边海青","河北省保定市天威西路2222号","071056","http://www.twbb.com","-","-","-","147,944","0","0","0","4,358,993,718.53","0","0","-5,233,347,041.62","-5,321,038,181.33","678,432,183.84","9,927,175,308.04","63,377,692.57","-3.81","-3.81","-3.88","0","-170.7","0","-173.56","0","0"
600551,时代出版,"时代出版传媒股份有限公司","王亚非","安徽省合肥市长江西路669号","230071","http://www.press-mart.com","-","-","-","20,017","0","2.1","0","4,324,070,402.37","0","0","346,672,996.19","279,687,183.91","316,925,465.79","5,467,407,647.92","3,376,661,814.28","0.69","0.69","0.55","0","10.69","0","8.64","0","0"
600552,方兴科技,"安徽方兴科技股份有限公司","茆令文","安徽省蚌埠市黄山大道8009号","233054","http://www.fangxingkj.com","-","-","-","9,515","0","0.65","5","982,627,398.34","0","0","144,816,161.27","114,747,380.54","115,334,369.17","2,132,044,909.62","1,615,796,681.39","0.65","0.65","0.51","0","11.07","0","8.77","0","0"
600553,太行水泥,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600555,*ST九龙,"上海九龙山旅游股份有限公司","郭亚军","上海市静安区万航渡路888号7楼C座","200120","http://www.ninedragon.com.cn","-","-","-","62,827","0","0","0","67,426,612.8","0","0","27,249,506.42","-121,373,351.7","35,696,681.84","2,769,048,239.66","1,639,191,712.77","0.02","0.02","-0.09","0","1.68","0","-7.46","0","0"
600556,*ST北生,"广西北生药业股份有限公司","何京云","广西壮族自治区北海市北海大道168号","536000","http://www.bsyy.com.cn","-","-","-","25,215","0","0","0","42,540,125.62","0","0","32,644,800.98","1,083,073.31","5,929,507.48","54,989,627.39","1,375,192.35","0.08","0.08","0","0","0","0","0","0","0"
600557,康缘药业,"江苏康缘药业股份有限公司","肖 伟","江苏省连云港市经济技术开发区江宁工业城","222047","www.kanion.com","-","-","-","10,056","0","1.2","2","2,230,302,867.54","0","0","297,017,573.33","263,168,908.06","388,106,244.3","3,432,193,654.33","1,878,957,313.47","0.71","0.71","0.63","0","17.09","0","15.14","0","0"
600558,大西洋,"四川大西洋焊接材料股份有限公司","李欣雨","四川省自贡市大安区马冲口街2号","643010","http://www.weldatlantic.com","-","-","-","23,490","0","0.6","3","2,186,110,712.32","0","0","39,882,512.63","36,738,411.09","27,897,709.34","2,264,156,689.23","1,101,106,021.41","0.19","0.19","0.18","0","3.64","0","3.35","0","0"
600559,老白干酒,"河北衡水老白干酒业股份有限公司","刘彦龙","河北省衡水市人民东路809号","053000","www.hengshuilaobaigan.net","-","-","-","17,350","0","0","0","1,802,703,972.76","0","0","65,559,675.89","56,323,768.97","-14,687,578.94","1,857,263,699.49","624,438,904.22","0.47","0.47","0.4","0","10.46","0","8.98","0","0"
600560,金自天正,"北京金自天正智能控制股份有限公司","张剑武","北京市丰台区科学城富丰路６号","100070","http://www.AriTime.com","-","-","-","14,769","0","0.85","0","1,030,122,353.82","0","0","62,537,801.68","47,404,471.85","106,493,954.07","1,936,378,284.31","703,177,309.7","0.28","0.28","0.21","0","9.17","0","6.95","0","0"
600561,江西长运,"江西长运股份有限公司","葛黎明","江西省南昌市广场南路118号","330003","http://www.jxcy.com.cn","-","-","-","14,096","0","1.8","0","2,453,867,565.95","0","0","135,641,211.67","98,437,187.48","374,513,461.22","4,239,784,549.54","1,389,868,907.69","0.62","0.62","0.45","0","11.36","0","8.25","0","0"
600562,国睿科技,"国睿科技股份有限公司","周万幸","南京市高淳经济开发区荆山路8号1幢","211106","www.glaruntech.com","-","-","-","6,869","3","3","7","904,071,179.05","0","0","94,544,635.75","40,103,154.28","86,808,449.58","1,296,892,832.52","775,480,822.95","0.74","0.74","0.38","0","10.72","0","4.55","0","0"
600563,法拉电子,"厦门法拉电子股份有限公司","曾福生","福建省厦门市新园路99号","361022","HTTP://WWW.FARATRONIC.COM","-","-","-","16,340","0","7","0","1,326,761,399.58","0","0","286,218,371.03","273,417,655.57","320,293,340.56","1,884,019,741.04","1,614,209,484.42","1.27","1.27","1.22","0","18.74","0","17.9","0","0"
600565,迪马股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600566,洪城股份,"湖北洪城通用机械股份有限公司","曹龙祥","湖北省荆州市红门路3号","225441","www.jumpcan.com","-","-","-","10,153","0","0","0","2,447,577,611.79","0","0","402,723,954.22","360,187,435.81","287,164,897.99","2,014,454,216.71","1,152,412,711.84","0.66","0.66","0.59","0","42.35","0","37.87","0","0"
600567,山鹰纸业,"安徽山鹰纸业股份有限公司","吴明武","安徽省马鞍山市勤俭路3号","243021","http://www.shanyingpaper.com","-","-","-","124,059","0","0.2","0","6,578,060,453.05","0","0","207,871,415.84","105,080,257.08","860,374,916.58","18,150,054,462.29","5,889,288,037.58","0.09","0.09","0.05","0","6.6","0","3.34","0","0"
600568,中珠控股,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600569,安阳钢铁,"安阳钢铁股份有限公司","李涛","河南省安阳市殷都区梅元庄","455004","http://www.aysteel.com.cn","-","-","-","153,422","0","0","0","26,137,729,974.08","0","0","52,050,394.82","21,046,699.44","3,344,431,148.3","31,821,566,834.63","7,182,515,729.18","0.02","0.02","0.01","0","0.73","0","0.29","0","0"
600570,恒生电子,"恒生电子股份有限公司","彭政纲","杭州市滨江区江南大道3588号恒生大厦","310053","www.hundsun.com","-","-","-","10,684","0","1.6","0","1,210,547,198.49","0","0","323,317,900.98","272,762,662.79","397,944,297.63","2,338,699,797.3","1,650,060,580.99","0.52","0.52","0.44","0","21.73","0","18.33","0","0"
600571,信雅达,"信雅达系统工程股份有限公司","郭华强","杭州市滨江区江南大道3888号","310053","http://www.sunyard.com","-","-","-","13,559","0","1.4","0","924,362,416.39","0","0","92,031,518.39","71,998,061.17","-5,956,105.31","965,361,354.71","612,484,253.22","0.45","0.45","0.36","0","15.91","0","12.45","0","0"
600572,康恩贝,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600573,惠泉啤酒,"福建省燕京惠泉啤酒股份有限公司","王启林","福建省惠安县螺城镇建设大街157号","362100","Http://www.huiquan-beer.com","-","-","-","24,234","0","0.25","0","796,306,504.88","0","0","20,374,005.83","8,764,172.38","78,785,408.09","1,151,281,402.41","1,064,439,384.49","0.08","0","0.04","0","1.93","0","0.83","0","0"
600575,芜湖港,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600576,万好万家,"浙江万好万家实业股份有限公司","孔德永","浙江省杭州市密渡桥路1号白马大厦12楼","310005","www.cn-pg.cn","-","-","-","27,438","0","0","0","80,037,573.12","0","0","8,331,675.19","-19,753,207.96","10,960,642.09","718,185,472.05","501,313,655.9","0.04","0.04","-0.09","0","1.68","0","-3.98","0","0"
600577,精达股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600578,京能电力,"北京京能电力股份有限公司","陆海军","北京市石景山区广宁路10号","100022","www.jingnengpower.com","-","-","-","44,843","0","2.5","10","10,070,841,135.08","0","0","2,196,372,067.27","2,177,595,434.02","3,819,000,397.28","30,891,509,417.09","13,116,548,793.31","0.49","0.49","0.48","0","18.94","0","18.7","0","0"
600579,*ST黄海,"青岛天华院化学工程股份有限公司","肖世猛","山东省青岛市城阳区棘洪滩金岭工业园3号","730060","http://www.thy.chemchina.com","-","-","-","11,352","0","0","0","1,245,902,451.87","0","0","-41,509,399.69","-110,378,373.86","118,930,994.98","1,380,085,934.57","618,898,177.33","-0.1","-0.1","-0.43","0","-15.64","0","0","0","0"
600580,卧龙电气,"卧龙电气集团股份有限公司","王建乔","浙江省上虞市经济开发区","312300","www.wolong.com.cn","-","-","-","53,032","0","1","0","5,727,650,459.2","0","0","364,031,981.91","246,148,901.97","270,487,405.97","8,888,787,996.07","3,582,130,244.3","0.33","0.33","0.28","0","10.68","0","8.26","0","0"
600581,八一钢铁,"新疆八一钢铁股份有限公司","沈东新","新疆维吾尔自治区乌鲁木齐市头屯河区新钢路","830022","http://www.bygt.com.cn","-","-","-","66,958","0","0.15","0","23,195,895,498.78","0","0","33,380,354.39","33,074,201.54","2,534,136,888.38","22,501,226,621.44","3,645,563,538.26","0.04","0.04","0.04","0","0.91","0","0.84","0","0"
600582,天地科技,"天地科技股份有限公司","王金华","北京市朝阳区和平街青年沟路5号","100013","www.tdtec.com","-","-","-","35,285","0","1","0","12,674,149,646.19","0","0","852,693,660.68","759,899,640.02","-189,095,615.7","18,927,384,280.62","5,854,667,828.84","0.7","0.7","0.63","0","15.5","0","13.81","0","0"
600583,海油工程,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600584,长电科技,"江苏长电科技股份有限公司","王新潮","江苏省江阴市澄江镇长山路78号","214431","http://www.cj-elec.com","-","-","-","124,087","0","0","0","5,102,060,114.85","0","0","11,122,225.59","-478,819.74","810,322,250.02","7,582,526,631.92","2,432,351,596.24","0.01","0.01","-0","0","0.46","0","-0.02","0","0"
600585,海螺水泥,"安徽海螺水泥股份有限公司","郭文叁","中国安徽省芜湖市文化路39号","241070","http://www.conch.cn","-","-","-","95,398","0","3.5","0","55,261,676,595","0","0","9,380,159,306","8,952,455,000","15,198,545,169","93,094,479,821","56,118,028,303","1.77","1.77","1.69","0","18.05","0","17.22","0","0"
600586,金晶科技,"山东金晶科技股份有限公司","王刚","山东淄博高新技术开发区宝石镇王庄","255086","www.cnggg.cn","-","-","-","113,148","0","0","0","3,464,443,382.45","0","0","99,867,638.87","68,979,962.07","402,940,998.11","8,391,533,205.35","4,130,492,680.73","0.07","0.07","0.05","0","2.45","0","1.69","0","0"
600587,新华医疗,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600588,用友软件,"用友软件股份有限公司","王文京","北京市海淀区北清路68号","100094","http://www.yonyou.com","-","-","-","31,798","0","3","2","4,362,690,774","0","0","547,902,307","419,815,994","740,069,456","7,229,803,894","3,227,205,668","0.57","0.57","0.44","0","18.5","0","14.2","0","0"
600589,广东榕泰,"广东榕泰实业股份有限公司","杨宝生","广东省揭阳市榕城区新兴东二路1号","522000","WWW.RONGTAI.COM.CN","-","-","-","46,411","0","0.28","0","1,186,172,974.04","0","0","54,640,256.18","51,469,420.5","129,059,007.83","3,428,742,433.31","2,013,259,748.87","0.09","0.09","0.09","0","2.72","0","2.57","0","0"
600590,泰豪科技,"泰豪科技股份有限公司","杨剑","江西省南昌高新开发区清华泰豪大楼","330096","http://www.tellhow.com","-","-","-","56,685","0","0.2","0","2,501,488,517.81","0","0","14,673,950.88","-3,901,044.1","209,615,533.28","6,344,129,941.16","2,134,737,655.44","0.03","0.03","-0.01","0","0.68","0","-0.18","0","0"
600591,*ST上航,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600592,龙溪股份,"福建龙溪轴承（集团）股份有限公司","曾凡沛","福建省漳州市延安北路","363000","www.ls.com.cn","-","-","-","26,592","0","1","0","705,105,887.68","0","0","50,779,275.05","-7,762,896.21","36,782,711.17","2,802,948,535.71","1,861,930,125.33","0.14","0.14","-0.02","0","3.02","0","-0.46","0","0"
600593,大连圣亚,"大连圣亚旅游控股股份有限公司","刘达","中国辽宁省大连市沙河口区中山路608-6-8","116023","www.sunasia.com","-","-","-","6,505","0","0","0","252,444,071.55","0","0","32,528,980.91","26,573,556.33","145,110,815.75","737,547,526.13","318,620,734.87","0.35","0.35","0.29","0","10.71","0","8.75","0","0"
600594,益佰制药,"贵州益佰制药股份有限公司","窦啟玲","贵州省贵阳市白云大道220-1 号","550008","http://www.gzcci.com","-","-","-","9,937","0","1.2","0","2,784,900,020.43","0","0","429,153,586.87","410,239,422.95","577,241,280.1","3,200,872,489.03","1,923,824,910.28","1.19","1.19","1.14","0","24.76","0","23.67","0","0"
600595,中孚实业,"河南中孚实业股份有限公司","贺怀钦","河南省巩义市新华路31号","451200","www.zfsy.com.cn","-","-","-","157,613","0","0","0","10,668,323,052.85","0","0","-848,637,588.29","-912,467,698.76","578,036,543.71","26,624,004,565.68","5,415,266,247.26","-0.55","-0.55","-0.6","0","-17.07","0","-18.36","0","0"
600596,新安股份,"浙江新安化工集团股份有限公司","王伟","浙江省建德市新安江镇","311600","www.wynca.com","-","-","-","88,115","0","2.2","0","6,765,325,335.79","0","0","435,308,740.73","410,014,332.67","1,095,979,394.48","7,238,959,734.15","4,389,043,551.33","0.64","0.64","0.6","0","10.35","0","9.75","0","0"
600597,光明乳业,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600598,北大荒,"黑龙江北大荒农业股份有限公司","刘长友","哈尔滨市南岗区汉水路263号","150090","http://www.hacl.cn","-","-","-","127,502","0","0","0","9,388,556,005.73","0","0","-376,785,088.77","-320,206,807.81","1,821,115,387.51","13,852,429,951.54","4,884,568,553.9","-0.21","-0.21","-0.18","0","-7.74","0","-6.32","0","0"
600599,熊猫烟花,"熊猫烟花集团股份有限公司","李民","湖南省浏阳市金沙北路589号","410300","www.pandafireworks.com","-","-","-","40,247","0","0","0","162,160,597.29","0","0","12,656,058.9","-24,724,176.7","1,383,867.78","887,966,835.89","658,947,121.37","0.09","0.09","-0.18","0","3.49","0","-6.81","0","0"
600600,青岛啤酒,"青岛啤酒股份有限公司","孙明波","青岛市市北区登州路56号","266071","www.tsingtao.com.cn","-","-","-","-","0","4.5","0","28,290,978,428","0","0","1,973,372,097","1,655,872,156","3,401,151,163","27,364,866,537","14,020,559,043","1.46","1.46","1.23","0","14.87","0","12.48","0","0"
600601,方正科技,"方正科技集团股份有限公司","易梅","上海市南京西路1515号嘉里中心九楼","200120","http://www.foundertech.com","-","-","-","284,815","0","0.1","0","5,233,792,977.43","0","0","70,385,407.08","52,832,814.06","731,898,719.84","6,372,276,889.71","4,334,370,364.87","0.03","0.03","0.02","0","1.63","0","1.22","0","0"
600602,仪电电子,"上海仪电电子股份有限公司","黄峰先生","上海市浦东新区张江高科技园区张衡路200号1号楼2楼","200233","www.inesa-e.com","-","-","-","143,493","0","0","0","1,138,382,053.72","0","0","114,068,453.16","9,867,205.81","-23,206,848.37","2,846,351,977.93","2,504,230,772.5","0.1","0.1","0.01","0","4.66","0","0.4","0","0"
600603,*ST兴业,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600604,市北高新,"上海市北高新股份有限公司","丁明年","上海市共和新路3088弄2号1008室","200436","www.shibeiht.com","-","-","-","55,222","0","0.31","0","426,218,178.74","0","0","171,824,495.15","170,859,824.69","-268,443,671.94","2,163,519,644.36","1,290,941,010.49","0.3","0.3","0.3","0","14.17","0","14.09","0","0"
600605,汇通能源,"上海汇通能源股份有限公司","郑树昌","上海康桥路1100号","200040","http://www.huitongenergy.com","-","-","-","15,309","0","0.15","0","2,194,916,410.65","0","0","6,658,666.78","1,606,274.15","-27,415,877.57","829,021,163.46","479,586,701.4","0.05","0.05","0.01","0","1.39","0","0.34","0","0"
600606,金丰投资,"上海金丰投资股份有限公司","王文杰","上海市浦东新区松林路111号","200125","http://www.shjftz.com.cn","-","-","-","58,987","0","0.41","0","892,419,247.09","0","0","69,630,661.54","39,961,679.09","61,524,375.45","6,158,879,530.05","2,187,422,165.04","0.13","0.13","0.08","0","3.18","0","1.83","0","0"
600607,上实医药,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600608,上海科技,"上海宽频科技股份有限公司","雷升逵","上海市松江区佘山镇佘新路99号","200436","www.600608.net","-","-","-","34,058","0","0","0","222,414,962.16","0","0","-3,139,635.71","-28,002,094.77","-17,363,988.66","227,775,831.91","1,037,448.02","-0.01","-0.01","-0.09","0","-0.87","0","-7.78","0","0"
600609,金杯汽车,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600610,S中纺机,"中国纺织机械股份有限公司","叶富才","上海市长阳路1687号","200090","http：//www.ctmco.com.cn","-","-","-","18,524","0","0","0","84,860,400.64","0","0","-35,657,071.83","-52,513,922.72","-29,214,183.69","349,070,218.7","87,305,561.73","-0.1","-0.1","-0.15","0","-32.99","0","-48.59","0","0"
600611,大众交通,"大众交通（集团）股份有限公司","杨国平","中山西路1515号大众大厦12楼","200235","WWW.96822.COM","-","-","-","164,440","0","0.8","0","2,998,407,323.81","0","0","408,210,065.5","260,212,048.76","373,703,655.1","10,173,869,449.09","5,523,430,885.76","0.26","0.26","0.17","0","7.47","0","4.76","0","0"
600612,老凤祥,"老凤祥股份有限公司","胡书刚","上海市河南南路33号24楼","200235","http://www.chinafirstpencil.com","-","-","-","37,824","0","8.6","0","32,984,655,674.48","0","0","889,854,673.71","732,045,165.59","1,522,213,496.66","9,337,458,956.22","3,333,020,799.74","1.7","1.7","1.4","0","28.71","0","23.62","0","0"
600613,神奇制药,"上海神奇制药投资管理股份有限公司","张芝庭","上海市浦东新区上川路995号","200003","www.613904.com","-","-","-","23,174","0","0","0","929,184,150.45","0","0","111,540,028.32","87,793,092.33","74,749,395.24","1,995,432,632.54","1,785,650,496.61","0.29","0.29","0.28","0","9.4","0","7.47","0","0"
600614,鼎立股份,"上海鼎立科技发展(集团)股份有限公司","许宝星","上海浦东航津路1929号1幢第六层","200433","www.600614.com","-","-","-","48,475","0","0.2","0","1,285,430,307.76","0","0","32,818,951.74","20,543,788.54","149,472,145.9","2,701,790,306.48","891,696,243.43","0.06","0.06","0.04","0","3.63","0","2.27","0","0"
600615,丰华股份,"上海丰华（集团）股份有限公司","程健","上海市浦东新区浦建路76号由由国际广场901室","200127","www.fenghwa.sh.cn","-","-","-","17,831","0","0","0","76,590,859.6","0","0","16,540,830.89","-7,594,750.16","693,981.98","622,584,140.78","478,887,249.18","0.09","0.09","-0.04","0","3.37","0","-1.53","0","0"
600616,金枫酒业,"上海金枫酒业股份有限公司","葛俊杰","上海市浦东新区张杨路579号（三鑫大厦内）","200063","www.jinfengwine.com","-","-","-","47,479","0","1","0","1,025,854,990.93","0","0","116,863,470.35","114,316,867.67","140,108,856.84","1,591,417,076","1,321,888,728.58","0.27","0.27","0.26","0","9.07","0","8.87","0","0"
600617,*ST联华,"上海联华合纤股份有限公司","刘军","上海市陆家浜路1378号","030032","www.600617.net","-","-","-","10,366","0","0","0","4,393,409,220.52","0","0","307,851,858.94","319,379,011.3","713,839,041.17","10,789,075,858.24","1,143,024,805.04","0.78","0.78","0.81","0","27.85","0","28.9","0","0"
600618,氯碱化工,"上海氯碱化工股份有限公司","李军先生","上海市龙吴路4747、4800号","200241","www.scacc.com","-","-","-","109,379","0","0.05","0","6,974,211,654.53","0","0","16,623,782.76","-139,868,977.14","580,026,390.02","5,992,581,029.65","2,848,201,003.6","0.01","0.01","-0.12","0","0.59","0","-4.93","0","0"
600619,海立股份,"上海海立（集团）股份有限公司","沈建芳","上海市浦东新区金桥出口加工区宁桥路888号","201206","http://www.highly.cc","-","-","-","-","0","1","0","6,621,619,554.3","0","0","104,129,188.62","67,060,663.74","418,553,767.71","8,125,486,114.18","2,370,063,153.84","0.16","0.16","0.1","0","4.4","0","2.83","0","0"
600620,天宸股份,"上海市天宸股份有限公司","叶茂菁","上海市浦东新区康士路17号","200336","www.shstc.com","-","-","-","39,936","0","1.5","0","36,262,892.46","0","0","118,385,333.97","-22,144,089.74","-30,350,893.97","942,392,808.11","829,384,689.53","0.26","0.26","-0.05","0","15.04","0","-2.81","0","0"
600621,华鑫股份,"上海华鑫股份有限公司","毛辰","上海市浦东新区金海路1000号","200001","www.shchinafortune.com","-","-","-","66,074","0","1.7","0","1,116,827,780.65","0","0","296,024,307.22","298,137,264.08","445,352,358.6","3,376,603,937.54","1,672,872,304.29","0.56","0.56","0.57","0","19.06","0","19.19","0","0"
600622,嘉宝集团,"上海嘉宝实业（集团）股份有限公司","钱明","上海市嘉定区清河路55号6-7F","201800","http://www.jbjt.com","-","-","-","78,061","0","2","0","1,899,485,252.62","0","0","338,907,575.26","268,097,493.35","552,309,829.57","7,899,596,725.65","2,682,860,602.27","0.66","0.66","0.52","0","13.36","0","10.57","0","0"
600623,双钱股份,"双钱集团股份有限公司","刘训峰先生","上海市四川中路63号","200080","http://www.doublecoinholdings.com","-","-","-","55,975","1.08","1.08","0","14,332,182,275.49","0","0","305,681,653.88","263,683,834","675,554,182.9","11,336,807,811.15","2,723,247,517.72","0.34","0.34","0.3","0","11.72","0","10.11","0","0"
600624,复旦复华,"上海复旦复华科技股份有限公司","王生洪","上海浦东新区金海路3288号4幢E332室","200433","http://www.forwardgroup.com","-","-","-","68,363","0","0.43","0","951,654,621.4","0","0","33,712,175.52","26,940,627.06","-133,355,261.71","1,541,080,777.83","594,457,673.28","0.1","0.1","0.08","0","5.73","0","4.58","0","0"
600625,PT水仙,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
